program_id,var,degree,use_count,use_instr_count,live_range,spill_cost,K,label
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,3,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,3,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,3,0
cfg23_pressure_loop_high.txt,acc,9,2,2,13,28,4,1
cfg23_pressure_loop_high.txt,i,11,2,2,16,34,4,1
cfg23_pressure_loop_high.txt,p0,10,2,2,15,32,4,1
cfg23_pressure_loop_high.txt,p1,9,2,2,14,30,4,1
cfg23_pressure_loop_high.txt,p2,9,2,2,13,28,4,0
cfg23_pressure_loop_high.txt,p3,9,2,2,12,26,4,0
cfg23_pressure_loop_high.txt,x0,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,4,0
cfg23_pressure_loop_high.txt,acc,9,2,2,13,28,5,1
cfg23_pressure_loop_high.txt,i,11,2,2,16,34,5,1
cfg23_pressure_loop_high.txt,p0,10,2,2,15,32,5,1
cfg23_pressure_loop_high.txt,p1,9,2,2,14,30,5,1
cfg23_pressure_loop_high.txt,p2,9,2,2,13,28,5,1
cfg23_pressure_loop_high.txt,p3,9,2,2,12,26,5,0
cfg23_pressure_loop_high.txt,x0,6,1,1,1,2,5,0
cfg23_pressure_loop_high.txt,x1,6,1,1,1,2,5,0
cfg23_pressure_loop_high.txt,x2,6,1,1,1,2,5,0
cfg23_pressure_loop_high.txt,x3,6,1,1,1,2,5,0
cfg24_double_merge_high.txt,t0,7,3,3,19,60,1,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,1,0
cfg24_double_merge_high.txt,u0,4,2,2,5,12,1,0
cfg24_double_merge_high.txt,u1,2,1,1,7,8,1,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,1,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,1,0
cfg24_double_merge_high.txt,v2,7,4,4,19,80,1,0
cfg24_double_merge_high.txt,v3,3,2,2,3,8,1,0
cfg24_double_merge_high.txt,w0,5,3,3,7,24,1,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,1,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,1,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,2,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,2,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,2,0
cfg24_double_merge_high.txt,u1,2,1,1,7,8,2,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,2,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,2,0
cfg24_double_merge_high.txt,v2,7,4,4,19,80,2,0
cfg24_double_merge_high.txt,v3,3,2,2,3,8,2,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,2,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,2,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,2,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,3,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,3,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,3,0
cfg24_double_merge_high.txt,u1,2,1,1,7,8,3,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,3,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,3,0
cfg24_double_merge_high.txt,v2,7,4,4,19,80,3,1
cfg24_double_merge_high.txt,v3,3,2,2,3,8,3,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,3,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,3,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,3,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,4,0
cfg24_double_merge_high.txt,t1,8,2,2,19,40,4,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,4,1
cfg24_double_merge_high.txt,u1,2,1,1,7,8,4,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,4,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,4,1
cfg24_double_merge_high.txt,v2,7,4,4,19,80,4,1
cfg24_double_merge_high.txt,v3,3,2,2,3,8,4,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,4,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,4,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,4,1
cfg24_double_merge_high.txt,t0,7,3,3,19,60,5,1
cfg24_double_merge_high.txt,t1,8,2,2,19,40,5,1
cfg24_double_merge_high.txt,u0,4,2,2,5,12,5,1
cfg24_double_merge_high.txt,u1,2,1,1,7,8,5,1
cfg24_double_merge_high.txt,v0,9,4,4,22,92,5,1
cfg24_double_merge_high.txt,v1,7,4,4,16,68,5,1
cfg24_double_merge_high.txt,v2,7,4,4,19,80,5,1
cfg24_double_merge_high.txt,v3,3,2,2,3,8,5,1
cfg24_double_merge_high.txt,w0,5,3,3,7,24,5,0
cfg24_double_merge_high.txt,z0,1,1,1,1,2,5,1
cfg24_double_merge_high.txt,z1,0,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,a0,14,4,4,19,80,1,1
cfg25_branch_pressure_high.txt,b0,14,4,4,19,80,1,0
cfg25_branch_pressure_high.txt,c0,14,3,3,19,60,1,0
cfg25_branch_pressure_high.txt,d0,8,3,3,11,36,1,0
cfg25_branch_pressure_high.txt,e0,7,2,2,9,20,1,0
cfg25_branch_pressure_high.txt,f0,8,2,2,8,18,1,0
cfg25_branch_pressure_high.txt,m0,3,1,1,1,2,1,0
cfg25_branch_pressure_high.txt,m1,2,1,1,1,2,1,1
cfg25_branch_pressure_high.txt,m2,1,1,1,1,2,1,1
cfg25_branch_pressure_high.txt,m3,0,1,1,1,2,1,1
cfg25_branch_pressure_high.txt,x0,5,1,1,1,2,1,0
cfg25_branch_pressure_high.txt,x1,4,1,1,1,2,1,0
cfg25_branch_pressure_high.txt,x2,9,1,1,19,20,1,0
cfg25_branch_pressure_high.txt,y0,5,1,1,1,2,1,0
cfg25_branch_pressure_high.txt,y1,4,1,1,1,2,1,0
cfg25_branch_pressure_high.txt,y2,9,1,1,19,20,1,0
cfg25_branch_pressure_high.txt,a0,14,4,4,19,80,2,1
cfg25_branch_pressure_high.txt,b0,14,4,4,19,80,2,1
cfg25_branch_pressure_high.txt,c0,14,3,3,19,60,2,0
cfg25_branch_pressure_high.txt,d0,8,3,3,11,36,2,0
cfg25_branch_pressure_high.txt,e0,7,2,2,9,20,2,0
cfg25_branch_pressure_high.txt,f0,8,2,2,8,18,2,0
cfg25_branch_pressure_high.txt,m0,3,1,1,1,2,2,0
cfg25_branch_pressure_high.txt,m1,2,1,1,1,2,2,1
cfg25_branch_pressure_high.txt,m2,1,1,1,1,2,2,1
cfg25_branch_pressure_high.txt,m3,0,1,1,1,2,2,1
cfg25_branch_pressure_high.txt,x0,5,1,1,1,2,2,0
cfg25_branch_pressure_high.txt,x1,4,1,1,1,2,2,0
cfg25_branch_pressure_high.txt,x2,9,1,1,19,20,2,0
cfg25_branch_pressure_high.txt,y0,5,1,1,1,2,2,0
cfg25_branch_pressure_high.txt,y1,4,1,1,1,2,2,0
cfg25_branch_pressure_high.txt,y2,9,1,1,19,20,2,0
cfg25_branch_pressure_high.txt,a0,14,4,4,19,80,3,1
cfg25_branch_pressure_high.txt,b0,14,4,4,19,80,3,1
cfg25_branch_pressure_high.txt,c0,14,3,3,19,60,3,1
cfg25_branch_pressure_high.txt,d0,8,3,3,11,36,3,0
cfg25_branch_pressure_high.txt,e0,7,2,2,9,20,3,0
cfg25_branch_pressure_high.txt,f0,8,2,2,8,18,3,0
cfg25_branch_pressure_high.txt,m0,3,1,1,1,2,3,0
cfg25_branch_pressure_high.txt,m1,2,1,1,1,2,3,1
cfg25_branch_pressure_high.txt,m2,1,1,1,1,2,3,1
cfg25_branch_pressure_high.txt,m3,0,1,1,1,2,3,1
cfg25_branch_pressure_high.txt,x0,5,1,1,1,2,3,0
cfg25_branch_pressure_high.txt,x1,4,1,1,1,2,3,0
cfg25_branch_pressure_high.txt,x2,9,1,1,19,20,3,0
cfg25_branch_pressure_high.txt,y0,5,1,1,1,2,3,0
cfg25_branch_pressure_high.txt,y1,4,1,1,1,2,3,0
cfg25_branch_pressure_high.txt,y2,9,1,1,19,20,3,0
cfg25_branch_pressure_high.txt,a0,14,4,4,19,80,4,1
cfg25_branch_pressure_high.txt,b0,14,4,4,19,80,4,1
cfg25_branch_pressure_high.txt,c0,14,3,3,19,60,4,1
cfg25_branch_pressure_high.txt,d0,8,3,3,11,36,4,0
cfg25_branch_pressure_high.txt,e0,7,2,2,9,20,4,0
cfg25_branch_pressure_high.txt,f0,8,2,2,8,18,4,0
cfg25_branch_pressure_high.txt,m0,3,1,1,1,2,4,1
cfg25_branch_pressure_high.txt,m1,2,1,1,1,2,4,1
cfg25_branch_pressure_high.txt,m2,1,1,1,1,2,4,1
cfg25_branch_pressure_high.txt,m3,0,1,1,1,2,4,1
cfg25_branch_pressure_high.txt,x0,5,1,1,1,2,4,1
cfg25_branch_pressure_high.txt,x1,4,1,1,1,2,4,1
cfg25_branch_pressure_high.txt,x2,9,1,1,19,20,4,1
cfg25_branch_pressure_high.txt,y0,5,1,1,1,2,4,0
cfg25_branch_pressure_high.txt,y1,4,1,1,1,2,4,0
cfg25_branch_pressure_high.txt,y2,9,1,1,19,20,4,0
cfg25_branch_pressure_high.txt,a0,14,4,4,19,80,5,1
cfg25_branch_pressure_high.txt,b0,14,4,4,19,80,5,1
cfg25_branch_pressure_high.txt,c0,14,3,3,19,60,5,1
cfg25_branch_pressure_high.txt,d0,8,3,3,11,36,5,0
cfg25_branch_pressure_high.txt,e0,7,2,2,9,20,5,0
cfg25_branch_pressure_high.txt,f0,8,2,2,8,18,5,0
cfg25_branch_pressure_high.txt,m0,3,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,m1,2,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,m2,1,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,m3,0,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,x0,5,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,x1,4,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,x2,9,1,1,19,20,5,1
cfg25_branch_pressure_high.txt,y0,5,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,y1,4,1,1,1,2,5,1
cfg25_branch_pressure_high.txt,y2,9,1,1,19,20,5,1
cfg26_two_level_loop_high.txt,acc,8,2,2,21,44,1,0
cfg26_two_level_loop_high.txt,i,8,3,3,21,66,1,1
cfg26_two_level_loop_high.txt,j,8,3,3,20,63,1,0
cfg26_two_level_loop_high.txt,p0,7,2,2,18,38,1,0
cfg26_two_level_loop_high.txt,t0,7,1,1,9,10,1,0
cfg26_two_level_loop_high.txt,x0,6,1,1,1,2,1,0
cfg26_two_level_loop_high.txt,x1,6,1,1,1,2,1,0
cfg26_two_level_loop_high.txt,acc,8,2,2,21,44,2,0
cfg26_two_level_loop_high.txt,i,8,3,3,21,66,2,1
cfg26_two_level_loop_high.txt,j,8,3,3,20,63,2,1
cfg26_two_level_loop_high.txt,p0,7,2,2,18,38,2,0
cfg26_two_level_loop_high.txt,t0,7,1,1,9,10,2,0
cfg26_two_level_loop_high.txt,x0,6,1,1,1,2,2,0
cfg26_two_level_loop_high.txt,x1,6,1,1,1,2,2,0
cfg26_two_level_loop_high.txt,acc,8,2,2,21,44,3,1
cfg26_two_level_loop_high.txt,i,8,3,3,21,66,3,1
cfg26_two_level_loop_high.txt,j,8,3,3,20,63,3,1
cfg26_two_level_loop_high.txt,p0,7,2,2,18,38,3,0
cfg26_two_level_loop_high.txt,t0,7,1,1,9,10,3,0
cfg26_two_level_loop_high.txt,x0,6,1,1,1,2,3,0
cfg26_two_level_loop_high.txt,x1,6,1,1,1,2,3,0
cfg26_two_level_loop_high.txt,acc,8,2,2,21,44,4,1
cfg26_two_level_loop_high.txt,i,8,3,3,21,66,4,1
cfg26_two_level_loop_high.txt,j,8,3,3,20,63,4,1
cfg26_two_level_loop_high.txt,p0,7,2,2,18,38,4,1
cfg26_two_level_loop_high.txt,t0,7,1,1,9,10,4,0
cfg26_two_level_loop_high.txt,x0,6,1,1,1,2,4,0
cfg26_two_level_loop_high.txt,x1,6,1,1,1,2,4,0
cfg26_two_level_loop_high.txt,acc,8,2,2,21,44,5,1
cfg26_two_level_loop_high.txt,i,8,3,3,21,66,5,1
cfg26_two_level_loop_high.txt,j,8,3,3,20,63,5,1
cfg26_two_level_loop_high.txt,p0,7,2,2,18,38,5,1
cfg26_two_level_loop_high.txt,t0,7,1,1,9,10,5,1
cfg26_two_level_loop_high.txt,x0,6,1,1,1,2,5,0
cfg26_two_level_loop_high.txt,x1,6,1,1,1,2,5,0
cfg27_fanout_then_merge_high.txt,k,11,3,3,13,42,1,0
cfg27_fanout_then_merge_high.txt,m0,3,1,1,1,2,1,0
cfg27_fanout_then_merge_high.txt,m1,2,1,1,1,2,1,0
cfg27_fanout_then_merge_high.txt,m2,1,1,1,1,2,1,1
cfg27_fanout_then_merge_high.txt,m3,0,1,1,1,2,1,1
cfg27_fanout_then_merge_high.txt,p,12,4,4,17,72,1,1
cfg27_fanout_then_merge_high.txt,q,12,4,4,17,72,1,0
cfg27_fanout_then_merge_high.txt,r,10,3,3,14,45,1,0
cfg27_fanout_then_merge_high.txt,t0,5,1,1,1,2,1,0
cfg27_fanout_then_merge_high.txt,t1,5,1,1,1,2,1,0
cfg27_fanout_then_merge_high.txt,t2,7,1,1,17,18,1,0
cfg27_fanout_then_merge_high.txt,u0,5,1,1,1,2,1,0
cfg27_fanout_then_merge_high.txt,u1,5,1,1,1,2,1,0
cfg27_fanout_then_merge_high.txt,u2,7,1,1,17,18,1,0
cfg27_fanout_then_merge_high.txt,k,11,3,3,13,42,2,0
cfg27_fanout_then_merge_high.txt,m0,3,1,1,1,2,2,0
cfg27_fanout_then_merge_high.txt,m1,2,1,1,1,2,2,0
cfg27_fanout_then_merge_high.txt,m2,1,1,1,1,2,2,1
cfg27_fanout_then_merge_high.txt,m3,0,1,1,1,2,2,1
cfg27_fanout_then_merge_high.txt,p,12,4,4,17,72,2,1
cfg27_fanout_then_merge_high.txt,q,12,4,4,17,72,2,1
cfg27_fanout_then_merge_high.txt,r,10,3,3,14,45,2,0
cfg27_fanout_then_merge_high.txt,t0,5,1,1,1,2,2,0
cfg27_fanout_then_merge_high.txt,t1,5,1,1,1,2,2,0
cfg27_fanout_then_merge_high.txt,t2,7,1,1,17,18,2,0
cfg27_fanout_then_merge_high.txt,u0,5,1,1,1,2,2,0
cfg27_fanout_then_merge_high.txt,u1,5,1,1,1,2,2,0
cfg27_fanout_then_merge_high.txt,u2,7,1,1,17,18,2,0
cfg27_fanout_then_merge_high.txt,k,11,3,3,13,42,3,1
cfg27_fanout_then_merge_high.txt,m0,3,1,1,1,2,3,1
cfg27_fanout_then_merge_high.txt,m1,2,1,1,1,2,3,1
cfg27_fanout_then_merge_high.txt,m2,1,1,1,1,2,3,1
cfg27_fanout_then_merge_high.txt,m3,0,1,1,1,2,3,1
cfg27_fanout_then_merge_high.txt,p,12,4,4,17,72,3,1
cfg27_fanout_then_merge_high.txt,q,12,4,4,17,72,3,1
cfg27_fanout_then_merge_high.txt,r,10,3,3,14,45,3,0
cfg27_fanout_then_merge_high.txt,t0,5,1,1,1,2,3,0
cfg27_fanout_then_merge_high.txt,t1,5,1,1,1,2,3,0
cfg27_fanout_then_merge_high.txt,t2,7,1,1,17,18,3,0
cfg27_fanout_then_merge_high.txt,u0,5,1,1,1,2,3,0
cfg27_fanout_then_merge_high.txt,u1,5,1,1,1,2,3,0
cfg27_fanout_then_merge_high.txt,u2,7,1,1,17,18,3,0
cfg27_fanout_then_merge_high.txt,k,11,3,3,13,42,4,1
cfg27_fanout_then_merge_high.txt,m0,3,1,1,1,2,4,1
cfg27_fanout_then_merge_high.txt,m1,2,1,1,1,2,4,1
cfg27_fanout_then_merge_high.txt,m2,1,1,1,1,2,4,1
cfg27_fanout_then_merge_high.txt,m3,0,1,1,1,2,4,1
cfg27_fanout_then_merge_high.txt,p,12,4,4,17,72,4,1
cfg27_fanout_then_merge_high.txt,q,12,4,4,17,72,4,1
cfg27_fanout_then_merge_high.txt,r,10,3,3,14,45,4,1
cfg27_fanout_then_merge_high.txt,t0,5,1,1,1,2,4,0
cfg27_fanout_then_merge_high.txt,t1,5,1,1,1,2,4,0
cfg27_fanout_then_merge_high.txt,t2,7,1,1,17,18,4,0
cfg27_fanout_then_merge_high.txt,u0,5,1,1,1,2,4,0
cfg27_fanout_then_merge_high.txt,u1,5,1,1,1,2,4,0
cfg27_fanout_then_merge_high.txt,u2,7,1,1,17,18,4,0
cfg27_fanout_then_merge_high.txt,k,11,3,3,13,42,5,1
cfg27_fanout_then_merge_high.txt,m0,3,1,1,1,2,5,1
cfg27_fanout_then_merge_high.txt,m1,2,1,1,1,2,5,1
cfg27_fanout_then_merge_high.txt,m2,1,1,1,1,2,5,1
cfg27_fanout_then_merge_high.txt,m3,0,1,1,1,2,5,1
cfg27_fanout_then_merge_high.txt,p,12,4,4,17,72,5,1
cfg27_fanout_then_merge_high.txt,q,12,4,4,17,72,5,1
cfg27_fanout_then_merge_high.txt,r,10,3,3,14,45,5,1
cfg27_fanout_then_merge_high.txt,t0,5,1,1,1,2,5,1
cfg27_fanout_then_merge_high.txt,t1,5,1,1,1,2,5,1
cfg27_fanout_then_merge_high.txt,t2,7,1,1,17,18,5,1
cfg27_fanout_then_merge_high.txt,u0,5,1,1,1,2,5,0
cfg27_fanout_then_merge_high.txt,u1,5,1,1,1,2,5,0
cfg27_fanout_then_merge_high.txt,u2,7,1,1,17,18,5,0
cfg28_loop_with_branch_high.txt,acc,7,2,2,21,44,1,0
cfg28_loop_with_branch_high.txt,base0,8,2,2,21,44,1,0
cfg28_loop_with_branch_high.txt,base1,7,2,2,20,42,1,0
cfg28_loop_with_branch_high.txt,i,9,4,4,22,92,1,1
cfg28_loop_with_branch_high.txt,t0,6,3,3,9,30,1,0
cfg28_loop_with_branch_high.txt,t1,5,2,2,7,16,1,0
cfg28_loop_with_branch_high.txt,x0,5,2,2,5,12,1,0
cfg28_loop_with_branch_high.txt,x1,4,1,1,7,8,1,0
cfg28_loop_with_branch_high.txt,acc,7,2,2,21,44,2,0
cfg28_loop_with_branch_high.txt,base0,8,2,2,21,44,2,1
cfg28_loop_with_branch_high.txt,base1,7,2,2,20,42,2,0
cfg28_loop_with_branch_high.txt,i,9,4,4,22,92,2,1
cfg28_loop_with_branch_high.txt,t0,6,3,3,9,30,2,0
cfg28_loop_with_branch_high.txt,t1,5,2,2,7,16,2,0
cfg28_loop_with_branch_high.txt,x0,5,2,2,5,12,2,0
cfg28_loop_with_branch_high.txt,x1,4,1,1,7,8,2,0
cfg28_loop_with_branch_high.txt,acc,7,2,2,21,44,3,1
cfg28_loop_with_branch_high.txt,base0,8,2,2,21,44,3,1
cfg28_loop_with_branch_high.txt,base1,7,2,2,20,42,3,0
cfg28_loop_with_branch_high.txt,i,9,4,4,22,92,3,1
cfg28_loop_with_branch_high.txt,t0,6,3,3,9,30,3,0
cfg28_loop_with_branch_high.txt,t1,5,2,2,7,16,3,0
cfg28_loop_with_branch_high.txt,x0,5,2,2,5,12,3,0
cfg28_loop_with_branch_high.txt,x1,4,1,1,7,8,3,0
cfg28_loop_with_branch_high.txt,acc,7,2,2,21,44,4,1
cfg28_loop_with_branch_high.txt,base0,8,2,2,21,44,4,1
cfg28_loop_with_branch_high.txt,base1,7,2,2,20,42,4,1
cfg28_loop_with_branch_high.txt,i,9,4,4,22,92,4,1
cfg28_loop_with_branch_high.txt,t0,6,3,3,9,30,4,0
cfg28_loop_with_branch_high.txt,t1,5,2,2,7,16,4,0
cfg28_loop_with_branch_high.txt,x0,5,2,2,5,12,4,0
cfg28_loop_with_branch_high.txt,x1,4,1,1,7,8,4,0
cfg28_loop_with_branch_high.txt,acc,7,2,2,21,44,5,1
cfg28_loop_with_branch_high.txt,base0,8,2,2,21,44,5,1
cfg28_loop_with_branch_high.txt,base1,7,2,2,20,42,5,1
cfg28_loop_with_branch_high.txt,i,9,4,4,22,92,5,1
cfg28_loop_with_branch_high.txt,t0,6,3,3,9,30,5,1
cfg28_loop_with_branch_high.txt,t1,5,2,2,7,16,5,0
cfg28_loop_with_branch_high.txt,x0,5,2,2,5,12,5,0
cfg28_loop_with_branch_high.txt,x1,4,1,1,7,8,5,1
cfg29_many_defs_late_use_high.txt,sum,2,3,3,3,12,1,0
cfg29_many_defs_late_use_high.txt,t0,11,1,1,4,5,1,0
cfg29_many_defs_late_use_high.txt,t1,9,1,1,3,4,1,0
cfg29_many_defs_late_use_high.txt,t2,8,1,1,3,4,1,0
cfg29_many_defs_late_use_high.txt,t3,6,1,1,2,3,1,0
cfg29_many_defs_late_use_high.txt,t4,5,1,1,2,3,1,0
cfg29_many_defs_late_use_high.txt,t5,3,1,1,1,2,1,0
cfg29_many_defs_late_use_high.txt,v0,18,2,2,17,36,1,1
cfg29_many_defs_late_use_high.txt,v1,12,1,1,9,10,1,0
cfg29_many_defs_late_use_high.txt,v2,12,1,1,9,10,1,0
cfg29_many_defs_late_use_high.txt,v3,10,1,1,6,7,1,0
cfg29_many_defs_late_use_high.txt,v4,11,1,1,6,7,1,0
cfg29_many_defs_late_use_high.txt,v5,11,1,1,6,7,1,0
cfg29_many_defs_late_use_high.txt,v6,12,1,1,6,7,1,0
cfg29_many_defs_late_use_high.txt,v7,12,1,1,5,6,1,0
cfg29_many_defs_late_use_high.txt,v8,15,1,1,8,9,1,0
cfg29_many_defs_late_use_high.txt,sum,2,3,3,3,12,2,0
cfg29_many_defs_late_use_high.txt,t0,11,1,1,4,5,2,0
cfg29_many_defs_late_use_high.txt,t1,9,1,1,3,4,2,0
cfg29_many_defs_late_use_high.txt,t2,8,1,1,3,4,2,0
cfg29_many_defs_late_use_high.txt,t3,6,1,1,2,3,2,0
cfg29_many_defs_late_use_high.txt,t4,5,1,1,2,3,2,0
cfg29_many_defs_late_use_high.txt,t5,3,1,1,1,2,2,0
cfg29_many_defs_late_use_high.txt,v0,18,2,2,17,36,2,1
cfg29_many_defs_late_use_high.txt,v1,12,1,1,9,10,2,0
cfg29_many_defs_late_use_high.txt,v2,12,1,1,9,10,2,0
cfg29_many_defs_late_use_high.txt,v3,10,1,1,6,7,2,0
cfg29_many_defs_late_use_high.txt,v4,11,1,1,6,7,2,0
cfg29_many_defs_late_use_high.txt,v5,11,1,1,6,7,2,0
cfg29_many_defs_late_use_high.txt,v6,12,1,1,6,7,2,0
cfg29_many_defs_late_use_high.txt,v7,12,1,1,5,6,2,0
cfg29_many_defs_late_use_high.txt,v8,15,1,1,8,9,2,1
cfg29_many_defs_late_use_high.txt,sum,2,3,3,3,12,3,1
cfg29_many_defs_late_use_high.txt,t0,11,1,1,4,5,3,0
cfg29_many_defs_late_use_high.txt,t1,9,1,1,3,4,3,1
cfg29_many_defs_late_use_high.txt,t2,8,1,1,3,4,3,0
cfg29_many_defs_late_use_high.txt,t3,6,1,1,2,3,3,0
